ID,Created At,Discount,Product ID,Quantity,Subtotal,Tax,Total,User ID
95,2017-09-12T15:12:48.01,,76,4,42.54947374244324,0.0,42.64281892675646,17
96,2018-09-26T23:27:09.597,,140,4,66.80312547576881,0.0,66.78839100928437,17
97,2019-07-01T01:51:26.871,,110,4,55.526746186906664,0.0,55.2889980153447,17
98,2020-04-06T00:45:35.91,,26,3,68.12471180754113,0.0,68.04214316881821,17
99,2019-12-23T09:54:13.302,,199,1,115.4300138092855,0.0,115.80761043142893,17
100,2017-03-28T22:58:05.087,,84,0,54.58418555091025,0.0,54.68641704834421,17
101,2018-09-14T06:42:41.636,5.053907611508057,30,3,64.17448218067184,0.0,64.06344204019086,17
102,2017-12-02T04:32:23.123,,95,2,33.212427711035886,0.0,33.36784130612156,17
103,2019-09-15T18:30:40.798,,172,5,122.3651993029456,0.0,122.90101714208843,17
104,2020-02-15T18:57:49.869,,23,2,116.86672609493307,0.0,116.32429000786146,17
105,2018-03-01T00:41:52.08,,118,1,57.627613096978735,0.0,57.78477375565548,17
106,2019-06-16T07:59:05.594,,158,4,139.8942352373801,0.0,139.71812294848579,17
107,2017-05-07T23:40:43.989,,12,3,77.34285054412217,0.0,77.38152575523857,17
108,2017-12-01T06:15:20.772,,127,18,89.65344209669612,0.0,89.6374365529822,17
109,2019-09-14T06:23:32.909,,172,3,122.3651993029456,0.0,122.8135687308762,17
110,2017-05-12T22:58:40.931,,102,4,31.361435038520785,0.0,31.46730344461449,17
111,2020-04-19T08:27:25.536,,56,3,36.37128575934436,0.0,36.33762057107673,17
112,2018-06-12T04:48:40.715,,115,7,77.91196471862148,0.0,77.94164494454556,17
113,2019-09-01T22:01:35.536,,182,5,84.48940370476112,0.0,85.01756541579698,17
114,2019-12-08T16:20:25.477,,108,2,50.094887884945365,0.0,49.84654793006807,17
115,2017-08-30T06:13:52.097,,191,6,85.72279013719552,0.0,86.029271263595,18
116,2019-01-01T18:48:23.343,,67,2,41.24480890795779,0.0,41.26025370973873,18
117,2018-02-26T02:43:13.292,,49,2,131.42865839323724,0.0,131.71312308331136,18
118,2018-12-18T04:49:24.384,,37,29,80.10774204020768,0.0,79.97412473090259,18
119,2020-03-26T23:06:05.388,,198,1,70.14610686710009,0.0,70.33549902283389,18
120,2017-03-29T21:28:18.971,,84,1,54.58418555091025,0.0,54.84317401983205,18
121,2018-02-03T05:48:55.511,5.66093399511347,144,1,61.1983004605443,0.0,61.23111785253473,18
122,2018-12-31T20:08:35.474,,41,2,63.50890855689462,0.0,63.42563475771362,18
123,2017-11-19T17:22:48.891,,131,3,75.41148135558485,0.0,75.870478390174,18
124,2017-06-13T12:29:10.438,,26,5,45.41647453836076,0.0,45.51555049851821,18
125,2018-07-18T01:04:09.876,,129,4,148.1672972165937,0.0,148.89768659847257,19
126,2019-07-25T00:26:35.948,0.5557909425521395,149,4,69.15415037577924,0.0,69.17358014668844,19
127,2019-08-27T01:20:16.006,,25,4,68.62263967182464,4.12,72.71605101852825,20
128,2018-05-29T01:45:46.631,,134,3,42.49233549998661,2.55,45.08432379873971,20
129,2019-04-26T22:49:56.26,,12,3,116.01427581618326,6.96,123.86979026859099,20
130,2017-05-13T15:57:14.22,5.0557909425521395,100,3,45.22324323588729,2.71,47.989773650385786,20
131,2020-02-05T22:42:57.243,,39,6,114.58158180283459,6.87,121.26234489476354,20
132,2018-07-22T03:39:51.084,,161,2,47.59120561297272,2.86,50.28512073024441,20
133,2016-10-25T11:08:11.678,5.868463780972647,36,4,87.29125153827623,5.24,92.8692701673067,20
134,2020-02-28T13:48:53.779,,87,1,117.25536340498041,7.04,125.22207335031936,20
135,2018-01-04T14:19:57.077,,120,1,83.5020135028928,4.59,88.08386047261446,21
136,2018-11-21T22:12:37.307,,116,2,114.42485125407785,6.29,120.44455096555112,21
137,2017-02-25T07:42:53.951,,126,1,83.49598746872304,4.59,87.57952437287346,21
138,2018-03-26T01:51:23.046,,62,1,133.5202262591817,7.34,141.63630860796985,21
139,2017-07-31T20:42:22.614,,128,3,50.053442096696116,2.75,52.81563183637319,21
140,2017-08-25T10:54:07.427,,4,6,73.99178100854834,4.07,78.49429704512552,21
141,2019-06-21T15:05:41.233,,132,5,127.88197029833711,9.59,137.50885067010267,22
142,2018-01-30T19:26:07.656,,57,2,122.4223933583994,9.18,132.44824277916473,22
143,2018-04-05T20:31:27.13,2.0958774529271,24,2,112.30643674729413,8.42,121.495629849217,22
144,2016-12-11T16:41:35.4,,15,1,25.09876359271891,1.88,26.921904425921767,22
145,2017-03-18T07:40:09.855,,120,1,55.668009001928525,4.18,59.53162406298413,22
146,2017-09-29T19:13:15.649,,189,6,62.18492169821006,4.66,67.40107423105457,22
147,2019-05-24T15:36:17.532,,71,4,82.80381898788684,6.21,88.85823576563041,22
148,2019-01-26T14:21:47.436,,106,1,52.723521442619514,3.95,56.56723390171032,22
149,2020-01-25T19:05:08.521,,199,2,115.4300138092855,8.66,123.87449640736953,22
150,2018-11-06T14:12:49.73,,104,3,106.44215255778118,7.98,113.66340575590407,22
151,2019-12-19T07:14:30.039,,78,1,41.616917284159726,3.12,44.796447257683404,22
152,2018-04-28T23:03:07.994,,61,3,23.537915510955656,1.77,25.353261234525547,22
153,2018-11-28T15:57:37.123,,29,3,123.57448218067185,4.94,129.07046850966185,23
154,2019-12-25T10:11:36.131,,83,1,81.87627832636537,3.28,85.67661597139924,23
155,2018-04-06T09:28:38.984,,21,2,60.57501609456816,2.42,62.58068633333344,23
156,2020-03-12T01:55:46.721,,189,1,93.27738254731509,3.73,97.28000055788928,23
157,2019-01-14T18:54:49.071,,104,2,106.44215255778118,4.26,109.93227892309707,23
158,2019-08-18T01:58:34.25,,78,9,41.616917284159726,1.66,43.58402975808376,23
159,2018-01-31T23:55:52.385,,114,3,77.91196471862148,3.12,80.90200983182172,23
160,2018-03-01T23:52:38.76,,165,1,38.30449564120193,1.53,39.94387887200756,23
161,2020-04-04T04:31:57.111,3.19027473484536,29,2,123.57448218067185,8.5,133.29078207339072,24
162,2019-05-26T14:41:31.227,3.19027473484536,126,3,125.24398120308456,8.61,134.6490531487738,24
163,2018-04-07T02:25:01.256,,75,3,125.81276373452337,8.65,134.34188820505327,24
164,2018-10-22T09:59:09.117,,33,7,47.7448636959614,3.28,50.63300951042867,24
165,2019-08-14T12:35:14.039,,10,7,47.6793282102869,3.28,51.41555604695189,24
166,2019-07-19T13:10:13.348,,151,5,91.61302306843446,6.3,98.39755642399079,24
167,2019-11-15T18:06:11.298,,200,3,73.20395711799151,5.03,77.69844392510406,24
168,2018-04-14T22:05:46.715,,186,2,98.9770008385166,6.8,105.1034615708705,24
169,2019-08-13T20:36:50.982,,73,5,71.6287722595695,4.92,76.85256110059626,24
170,2019-08-03T08:33:03.555,,118,7,57.627613096978735,3.96,61.29099379132071,24
171,2020-04-01T17:48:42.785,3.079716237586482,58,3,78.14578007078882,4.49,81.99797205522884,29
172,2020-02-17T12:53:40.048,,152,2,48.89568729900663,2.81,52.158190996637586,29
173,2018-10-22T18:56:58.539,,91,7,65.09432810381134,3.74,68.5948263899836,29
174,2020-04-09T12:03:00.755,3.079716237586482,190,3,128.5841852057933,7.39,135.51580933716718,29
175,2019-01-30T10:19:21.084,,58,2,78.14578007078882,4.49,82.9662304600896,29
176,2018-10-16T01:03:54.433,,154,7,81.87529553312261,4.71,86.718532076223,29
177,2019-06-13T04:34:32.336,,154,6,81.87529553312261,5.32,86.5798486529755,30
178,2019-05-27T05:53:31.905,,37,5,80.10774204020768,5.21,85.39244099092026,30
179,2019-07-21T15:27:05.546,,75,6,125.81276373452337,3.65,129.96150940926339,32
180,2019-02-25T04:03:09.148,,75,2,125.81276373452337,3.65,129.96663928588885,32
181,2017-07-05T11:32:31.092,,93,6,33.212427711035886,0.96,34.322624506829975,32
182,2020-03-25T23:01:34.064,,176,1,57.92480943352658,1.68,60.06327235376401,32
183,2018-08-25T14:09:48.528,,87,8,117.25536340498041,3.4,120.57531991069719,32
184,2018-03-29T01:29:18.948,,84,1,81.87627832636537,2.37,84.2394955306831,32
185,2018-06-08T20:22:55.203,,103,8,47.04215255778118,1.36,48.04977163455966,33
186,2018-12-23T21:15:46.547,,108,2,50.094887884945365,1.45,51.16706768559577,33
187,2019-07-18T00:58:53.862,,17,5,79.93608046792765,3.44,83.09689170681719,34
188,2019-04-26T00:15:50.792,3.5425360139832858,86,4,92.31436670850246,3.97,95.4479999998783,34
189,2019-10-16T15:52:56.344,,74,7,51.12804227386549,2.2,53.73193441376232,34
190,2019-12-16T16:03:36.571,,54,2,62.09360840402396,2.67,65.37474658371603,34
191,2019-11-22T02:47:01.23,,22,2,32.136779940663494,1.38,33.37831762352474,34
192,2019-04-02T02:37:15.382,,170,3,105.07665741496471,4.52,110.33294721486786,34
193,2019-04-06T18:49:46.481,4.259459768405729,166,3,38.30449564120193,1.65,40.21323452498948,34
194,2018-01-28T20:48:50.015,8.759459768405728,89,2,63.719612755399886,2.74,65.94529980700449,34
195,2016-06-12T00:42:35.099,,45,9,78.6996782532274,3.38,82.00781334438744,34
196,2017-11-05T11:07:50.232,,79,3,27.74461152277315,1.39,29.11857821823097,35
197,2019-09-30T12:06:29.945,,108,4,50.094887884945365,2.5,52.528350998234735,35
198,2019-08-24T01:13:01.005,,143,6,61.1983004605443,3.06,64.57375665730676,35
199,2019-05-08T08:36:37.424,,186,4,98.9770008385166,4.95,104.8801962931428,35
200,2018-06-30T04:17:27.188,,75,5,125.81276373452337,6.29,131.16132464027126,35
201,2018-03-30T20:23:19.326,,72,1,142.20381898788685,9.24,151.4334905091422,36
202,2018-01-25T16:05:23.868,,60,2,29.80214751859149,1.94,31.590051720123533,36
203,2017-08-17T18:17:48.717,,171,6,70.05110494330981,4.55,74.93400185111025,36
204,2019-05-03T02:44:34.94,,151,4,91.61302306843446,5.95,98.01542727924048,36
205,2018-12-23T06:21:19.583,,141,2,126.20312547576883,8.2,133.75633129735897,36
206,2018-06-22T06:02:43.7,,25,7,68.62263967182464,4.46,73.4639328580924,36
207,2019-03-07T09:51:21.283,,106,1,52.723521442619514,3.43,55.76205838948854,36
208,2018-08-29T06:33:29.708,,138,6,113.95078476718615,7.41,120.78356978131559,36
209,2019-01-05T00:03:51.181,,189,2,93.27738254731509,6.06,98.64606378422513,36
210,2017-05-13T15:57:41.168,,46,6,78.6996782532274,4.41,82.61238293826868,37
211,2019-11-09T01:30:22.135,,178,4,117.32963250370614,6.57,123.73855884170023,37
212,2017-10-22T01:27:38.969,,111,6,37.01783079127111,2.07,38.88214510228093,37
213,2017-07-31T17:23:30.923,,150,4,85.70276691718615,4.8,90.71701403293285,37
214,2020-02-10T20:43:35.065,,86,1,92.31436670850246,5.17,96.6770896432659,37
215,2017-03-17T07:57:12.81,,186,1,65.98466722567774,3.7,69.0072709003007,37
216,2017-10-12T03:02:41.08,,86,5,61.54291113900164,3.45,65.75869018662576,37
217,2017-04-08T07:32:20.298,,99,2,45.22324323588729,2.53,48.09130720558922,37
218,2019-03-20T14:58:21.465,,134,1,42.49233549998661,2.38,44.65721384591343,37
219,2017-05-15T14:46:08.296,,199,2,76.95334253952366,4.31,80.71687346184818,37
220,2018-08-26T02:21:12.08,,97,6,112.41825444654248,6.3,117.80649653012271,37
221,2020-02-18T08:30:53.428,,129,1,148.1672972165937,8.3,156.81750637923406,37
222,2019-03-19T18:21:54.714,2.474830569494801,99,1,67.83486485383094,3.8,72.00908766865949,37
223,2018-03-06T11:47:28.486,,128,1,75.08016314504417,4.2,80.00827007082361,37
224,2017-08-16T14:56:15.036,,116,8,76.28323416938524,4.27,80.41334529043603,37
225,2018-11-11T21:14:13.9,3.198500801146498,84,3,81.87627832636537,4.91,87.10488933291823,38
226,2019-12-15T04:22:52.471,,47,2,84.0766209826718,5.04,89.80316077766213,38
227,2018-06-16T19:38:44.027,,66,6,136.16126271106958,8.17,143.05367755102802,38
228,2017-04-17T15:21:09.465,,182,3,56.326269136507406,3.38,59.983568649853815,38
229,2017-12-26T07:29:57.856,,152,2,32.59712486600442,1.96,34.25933496760253,38
230,2020-01-29T03:39:20.564,,4,2,110.98767151282252,7.63,117.35136642720215,39
231,2019-03-22T01:41:44.859,,167,1,97.70449564120193,6.72,103.76154078086081,39
232,2018-11-12T23:45:17.492,7.854199191704607,74,2,51.12804227386549,3.52,55.08714479689481,39
233,2018-08-02T06:00:12.491,,182,5,84.48940370476112,5.81,91.18937892098741,39
234,2018-11-13T21:41:19.636,,34,2,74.30391386913199,5.11,79.84418997080454,39
235,2020-01-03T04:15:50.232,,3,1,53.08311732230858,3.65,56.82294671218286,39
236,2019-06-15T05:15:43.062,,79,6,41.616917284159726,2.86,44.21666444135479,39
237,2017-11-19T22:58:11.972,,52,3,69.1172482676769,4.75,74.1413719202313,39
238,2017-12-22T03:09:50.175,,9,2,58.31312098526137,3.64,61.576142478371345,40
239,2019-11-25T10:24:01.591,,138,4,113.95078476718615,7.12,121.76651145598889,40
240,2018-01-24T03:27:21.346,,62,2,133.5202262591817,8.35,140.47423188453183,40
241,2017-10-05T03:52:29.098,,175,7,78.21653962235106,4.89,82.44222162267629,40
242,2017-05-03T05:44:12.07,,49,4,87.61910559549149,5.48,93.54233401706847,40
243,2019-10-16T10:09:52.916,,117,4,55.024851254077866,3.44,58.677958848477346,40
244,2018-08-30T06:58:11.546,,152,7,48.89568729900663,3.06,51.972394063179316,40
245,2019-10-21T16:56:04.968,,130,7,75.02573869315137,4.69,80.68323868731879,40
246,2017-12-13T19:28:29.469,3.43488602803831,75,3,83.87517582301558,5.24,88.37700246121238,40
247,2019-08-04T14:14:32.044,,88,9,105.41292031622555,6.59,112.96680124862405,40
248,2018-11-09T05:47:19.047,,18,4,81.90307121097293,5.12,86.86495407738926,40
249,2019-10-03T20:34:21.626,,107,7,50.094887884945365,3.13,53.36408197849717,40
250,2018-05-17T18:16:42.364,,37,4,80.10774204020768,5.01,84.44293367877523,40
251,2018-07-25T06:15:19.179,,121,4,40.44528328808107,2.53,43.04409420603459,40
252,2016-11-01T15:43:42.662,,21,3,40.38334406304544,2.52,42.65846557076474,40
253,2018-01-23T08:10:09.2,,197,2,70.14610686710009,4.38,75.56411182861285,40
254,2019-08-16T11:44:56.79,,129,5,148.1672972165937,9.26,156.33688390064484,40
255,2017-08-11T23:50:54.901,,47,6,56.05108065511453,3.5,58.87194528695535,40
256,2017-08-01T10:50:43.603,,77,6,67.34461152277315,4.21,70.97051199345664,40
257,2018-02-06T08:34:07.323,,80,2,54.91325681036414,3.43,58.3499049054743,40
258,2017-09-08T17:20:55.08,,191,3,85.72279013719552,5.36,90.852023318126,40
259,2018-11-10T20:53:54.978,,73,1,71.6287722595695,4.48,76.46184284695953,40
260,2017-09-09T16:40:11.602,,55,2,63.84752383956291,3.99,66.99944870645123,40
261,2019-08-26T21:10:14.407,1.3602062457243602,115,3,77.91196471862148,4.87,83.03740654322647,40
262,2019-03-06T01:08:17.786,,62,1,133.5202262591817,8.35,143.85207136444828,40
263,2019-02-06T22:19:11.813,,138,1,113.95078476718615,6.84,121.41976834932669,41
264,2017-01-03T09:08:02.069,,164,1,61.978598800110106,2.48,65.25759107253978,42
265,2017-08-18T03:33:03.727,,146,7,84.03151414144409,3.36,86.45277238659057,42
266,2019-07-17T17:51:09.59,,22,5,32.136779940663494,1.29,33.278920529573234,42
267,2018-10-28T12:46:48.679,,17,4,79.93608046792765,3.2,83.70749106553187,42
268,2019-06-04T02:52:04.261,,90,3,123.1196127553999,4.92,126.43264025722983,42
269,2019-04-11T19:13:31.013,,159,2,35.53017445377361,1.42,36.909818559607324,42
270,2019-02-26T20:42:08.386,,119,1,43.43814329652384,1.74,44.793611860992996,42
271,2019-12-15T20:10:26.427,,30,2,64.17448218067184,2.57,65.97681854234172,42
272,2018-06-15T16:19:39.973,,129,7,148.1672972165937,5.93,154.13220003537157,42
273,2018-10-09T12:05:39.43,,132,6,127.88197029833711,5.12,134.05023562163336,42
274,2019-05-31T00:40:37.002,,149,6,69.15415037577924,2.77,71.34702303103508,42
275,2018-01-30T17:39:43.668,4.460543049546983,17,2,79.93608046792765,3.2,84.41196335059973,42
276,2018-04-24T23:43:59.535,,38,3,66.06937283839378,2.64,67.87614640095575,42
277,2019-03-22T18:23:24.98,,79,1,41.616917284159726,1.66,43.33348543733784,42
278,2017-09-14T19:35:23.076,,121,4,26.96352219205405,1.08,28.484891581004533,42
279,2017-08-10T08:29:32.145,,60,7,19.86809834572766,1.19,20.897073629065442,44
280,2018-10-17T19:07:02.234,,8,7,98.83823503993958,5.93,105.04436116705226,44
281,2017-03-14T20:43:27.742,,18,1,54.60204747398195,3.28,57.34706893728227,44
282,2017-01-08T15:11:26.444,,6,1,64.95747510229587,3.9,69.27278277426565,44
283,2018-10-03T09:10:25.062,,39,4,114.58158180283459,6.87,122.88005053279917,44
284,2017-11-09T21:39:14.743,,200,3,48.802638078661005,2.93,52.139876665059,44
285,2018-05-13T13:08:31.727,,118,5,57.627613096978735,3.46,60.50690661866073,44
286,2018-01-06T22:36:17.244,7.959897757905706,115,2,77.91196471862148,4.67,83.02842687886262,44
287,2019-07-03T23:15:29.897,,174,5,111.61430894181083,6.7,117.8434322580816,44
288,2019-04-07T23:26:03.406,,120,3,83.5020135028928,5.01,88.91185739546914,45
289,2019-04-03T03:05:26.275,,68,2,115.24343882309758,6.91,121.47227680880327,45
290,2019-10-27T23:40:28.994,,87,3,117.25536340498041,7.04,123.51538004538169,45
291,2019-06-17T16:21:56.373,,194,4,50.38077396807232,3.02,52.93717694886362,45
292,2017-03-08T12:02:45.306,,158,1,93.26282349158673,5.6,99.45967255523763,45
293,2018-02-02T10:52:34.531,,127,2,134.48016314504417,8.07,142.83351613693577,45
294,2018-01-29T14:34:05.502,,11,2,132.45679913492563,7.95,140.3931957861795,45
295,2020-03-01T11:17:08.503,,188,1,33.87738254731509,2.03,36.24786354208219,45
296,2018-04-29T11:08:07.176,,86,2,92.31436670850246,5.54,98.29773609674561,45
297,2018-03-15T05:50:24.666,,149,1,69.15415037577924,4.15,73.23445738304258,45
298,2019-01-31T05:04:04.921,,174,2,111.61430894181083,6.7,118.13496639761573,46
299,2019-09-27T08:23:09.843,,82,7,60.89545738030947,3.41,64.98852623892408,47
300,2019-03-05T09:44:19.128,,185,1,39.57700083851661,2.22,42.398373536291125,47
301,2019-03-04T09:53:15.147,9.324254543321288,4,1,110.98767151282252,6.22,117.2771630241824,47
302,2019-05-04T21:46:37.826,,14,5,37.648145389078365,2.11,39.59577723258363,47
303,2019-01-23T15:02:59.201,,87,3,117.25536340498041,6.57,125.72843810808136,47
304,2019-04-17T11:18:12.838,,27,4,127.52471180754115,7.14,133.27512285851722,47
305,2018-01-30T21:03:48.031,,5,2,124.1176465275534,6.95,132.52547107813146,47
306,2017-12-18T22:29:05.33,,84,2,54.58418555091025,3.06,58.37569400011331,47
307,2019-11-04T09:13:37.905,,99,3,67.83486485383094,4.41,72.50076599326405,48
308,2020-03-16T16:04:04.843,,115,1,77.91196471862148,5.06,83.23154437818819,48
309,2019-01-16T10:14:37.301,,9,2,87.46968147789205,5.69,94.20487302050094,48
310,2018-05-28T17:57:00.838,1.3627504831717419,81,3,43.9329842322118,2.86,46.11639156781814,48
